,date,title,description,source
1618,2020-09-01 05:43:00-07:00,Outlook on the Video Streaming Global Market to 2024 - Featuring Netflix and Amazon Among Others - ResearchAndMarkets.com,"DUBLIN--(BUSINESS WIRE)--The ""Global Video Streaming Market: Size & Forecasts with Impact Analysis of COVID-19 (2020-2024)"" report has been added to ResearchAndMarkets.com's offering.",BusinessWire
1619,2020-09-01 05:00:00-07:00,"""Love & Peace"" Released On Amazon To Bring Hope And Comfort","Love & Peace: 37 Eternal Reflections is a heartening, emotive, and enchanting book, a wonderful gift that will bring comfort and hope, a glorious...",PR Newswire
1620,2020-09-01 05:00:00-07:00,Emburse and Mastercard Develop New Capabilities to Streamline Amazon Business Purchase Expenses,"LOS ANGELES & PURCHASE, N.Y.--(BUSINESS WIRE)--Emburse, a global leader in expense management and accounts payable automation solutions, announced a new benefit for Amazon Business customers, thanks to a new integrated solution for Mastercard corporate cardholders. Amazon Business combines the selection, convenience and value customers have come to know and love from Amazon, with new features and unique benefits tailored to the needs of businesses. Mastercard corporate cardholders can now benefit from automated receipt generation and itemization of their expenses within their Emburse expense automation solution.",BusinessWire
1621,2020-09-01 00:20:00-07:00,"Walmart+ focuses on loyalty, not competition with Amazon Prime","Walmart (NYSE:WMT) is finally going head to head with Amazon (NASDAQ:AMZN) via a nationwide membership program, though the retailer says the new service is ""really about doubling down with the customers we have and getting more share of wallet and more share of mind.""""We're not launching Walmart+ with the intent to compete with anything else,"" Walmart CEO Janey Whiteside declared. ""We're launching it to meet the needs of our customers, and it really was designed to make their busy lives easier. We think that it offers a comprehensive suite of in-store and online benefits that help people save time and money across a variety of areas.""The program, which cost $98 annually, or $12.95 a month, will launch on Sept. 15. Members will get unlimited free delivery, discounts of as much as 5 cents a gallon for fuel and access to a Scan & Go app that allows shoppers to skip the checkout line.Biggest difference: Walmart+ customers will have to spend a minimum of $35 for each online order to avoid fees, while rival Amazon Prime touts free two-day (and some same-day) shipping on every item. Prime, which costs $119 a year, or $12.99 a month, also includes an ad-free music service and video streaming service, with a large library of TV shows and movies.",Seeking Alpha
1622,2020-08-31 21:01:00-07:00,Walmart’s Challenger to Amazon Prime Will Launch in Two Weeks,Walmart Inc.’s answer to Amazon Prime finally has a launch date.,Bloomberg
1623,2020-08-31 17:38:00-07:00,"Amazon Gets U.S. Approval for Drone Fleet, a Package-Delivery Milestone","The company said it will begin limited tests of package deliveries to customers in the U.S., although a number of key steps remain before widespread use of the technology will be allowed.",Wall Street Journal
1624,2020-08-31 17:38:00-07:00,Amazon Gets U.S. Approval for Drone Fleet for Deliveries,,Wall Street Journal
1625,2020-08-31 17:38:00-07:00,Amazon Gets U.S. Approval for Drone Fleet for Deliveries,,Wall Street Journal
1626,2020-08-31 17:38:00-07:00,Amazon Gets U.S. Approval for Drone Fleet for Deliveries,,Wall Street Journal
1627,2020-08-31 17:38:00-07:00,Amazon Gets U.S. Approval for Drone Fleet for Deliveries,"The company will begin limited tests of package deliveries to customers in the U.S., although a number of key steps remain before widespread use of the technology will be allowed.",Wall Street Journal
1628,2020-08-31 17:38:00-07:00,Amazon Gets U.S. Approval for Drone Fleet for Deliveries,"The company will begin limited tests of package deliveries to customers in the U.S., although a number of key steps remain before widespread use of the technology will be allowed.",Wall Street Journal
1629,2020-08-31 17:38:00-07:00,Amazon Gets U.S. Approval for Drone Fleet for Deliveries,"The company will begin limited tests of package deliveries to customers in the U.S., although a number of key steps remain before widespread use of the technology will be allowed.",Wall Street Journal
1630,2020-08-31 17:38:00-07:00,Amazon Gets U.S. Approval for Drone Fleet for Deliveries,"The company will begin limited tests of package deliveries to customers in the U.S., although a number of key steps remain before widespread use of the technology will be allowed.",Wall Street Journal
1631,2020-08-31 17:38:00-07:00,"Amazon Gets U.S. Approval for Drone Fleet, a Package-Delivery Milestone","The company said it will begin limited tests of package deliveries to customers in the U.S., although a number of key steps remain before widespread use of the technology will be allowed.",Wall Street Journal
1632,2020-08-31 17:38:00-07:00,Amazon Gets U.S. Approval for Drone Fleet for Deliveries,"The company will begin limited tests of package deliveries to customers in the U.S., although a number of key steps remain before widespread use of the technology will be allowed.",Wall Street Journal
1633,2020-08-31 17:38:00-07:00,Amazon Gets U.S. Approval for Drone Fleet for Deliveries,,Wall Street Journal
1634,2020-08-31 17:38:00-07:00,"Amazon Gets U.S. Approval for Drone Fleet, a Package-Delivery Milestone","The company said it will begin limited tests of package deliveries to customers in the U.S., although a number of key steps remain before widespread use of the technology will be allowed.",Wall Street Journal
1635,2020-08-31 15:57:00-07:00,"Amazon Gets U.S. Approval for Drone Fleet, a Package-Delivery Milestone","The company said it will begin limited tests of package deliveries to customers in the U.S., although a number of key steps remain before widespread use of the technology will be allowed.19 minutes ago",Wall Street Journal
1636,2020-08-31 14:21:00-07:00,Amazon Now Authorized To Fly Commercial Delivery Drones,"Since its inception, Amazon.com, Inc. (NASDAQ: AMZN) has been obsessed with the idea of expediting its delivery operations. True to that, the e-commerce behemoth has received Federal Aviation Administration (FAA) approval to operate its delivery drone fleets as part of its Prime Air brand.  The FAA...",Benzinga
1637,2020-08-31 13:29:27-07:00,4 Form - Statement of changes in beneficial ownership of securities - AMAZON COM INC (0001018724) (Issuer),Statement of changes in beneficial ownership of securities,SEC
1638,2020-08-31 13:24:00-07:00,Amazon Is One Step Closer To Package Delivery By Drone,"When Amazon.com, Inc. (NASDAQ: AMZN) founder and CEO Jeff Bezos announced the future Prime Air service, he promised customers delivery by drone in less than 30 minutes. Amazon has discussed using drones for delivery since 2013, and 2018 was the original target date. What Happened: The Federal...",Benzinga
1639,2020-08-31 12:30:35-07:00,Amazon receives U.S. regulatory approval to start drone delivery trials,"Amazon.com Inc's drone service has received federal approval that will allow the company to begin testing commercial deliveries through its drone fleet, the e-commerce giant said on Monday.",Reuters
1640,2020-08-31 09:20:00-07:00,"Stocks making the biggest moves midday: Apple, Tesla, Beyond Meat, Amazon & more",Apple and Tesla rise after their stock splits and Beyond Meat gets a boost from an analyst upgrade.,CNBC
1641,2020-08-31 08:51:00-07:00,Amazon Prime delivery drones cleared to fly - CNBC,"Amazon (AMZN +2.2%) gets approval from the Federal Aviation Administration to operate its fleet of Prime Air delivery drones, the FAA said today, allowing the ecommerce giant to expand autonomous packaged delivery, CNBC reports.The company said it will use the FAA certification to begin testing customer deliveries.“We will continue to develop and refine our technology to fully integrate delivery drones into the airspace, and work closely with the FAA and other regulators around the world to realize our vision of 30 minute delivery,” said David Carbon, Amazon vice president of Prime Air, in a statement.Amazon started testing drones for delivery in 2018, with the target of delivering packages to customers in 30 minutes or less.But Amazon isn't the only one working on expanding commercial drone delivery. In April, Alphabet-owned Wing became the first drone delivery company to get FAA approval for commercial deliveries in the U.S.",Seeking Alpha
1642,2020-08-31 08:28:40-07:00,Controversial e-commerce bill criticized by Amazon rivals like Etsy won't move forward for now,"California consumer protection bill criticized by Etsy and Ebay ""will not advance in its present form,"" the state lawmaker behind it said.",CNBC
1643,2020-08-31 06:48:43-07:00,Amazon wins FAA approval for Prime Now drone delivery fleet,"The FAA approval will give Amazon broad privileges to ""safely and efficiently deliver packages to customers.""",CNBC
1644,2020-08-31 06:15:00-07:00,Women in Technology Signs Amazon Web Services as Chairman Sponsor,"FALLS CHURCH, Va.--(BUSINESS WIRE)--Women in Technology (WIT), the premier professional association dedicated to the advancement of women in the Washington DC, Maryland and Virginia technology community, today announced it has signed Amazon Web Services, an Amazon.com company (NASDAQ: AMZN), as a chairman sponsor.",BusinessWire
1645,2020-08-30 21:00:00-07:00,Amazon (AMZN) Orders 1800 Electric Vans From Mercedes-Benz,"Amazon (AMZN) orders 1,800 electric vans from Mercedes-Benz to strengthen delivery services and reduce carbon footprint.",Zacks Equity Research
1646,2020-08-30 21:00:00-07:00,Amazon (AMZN) Boosts Its Retail Focus With New Grocery Store,Amazon (AMZN) fuels the grocery retail rivalry by opening a grocery store called Amazon Fresh.,Zacks Equity Research
1647,2020-08-30 21:00:00-07:00,"Daimler to Deliver 1,800 Electric Mercedes Vans to Amazon",Daimler's (DDAIF) Mercedes Benz joins Amazon in its Climate Pledge in an effort to make the auto space carbon free.,Zacks Equity Research
1648,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,,Wall Street Journal
1649,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,,Wall Street Journal
1650,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,Farmers Business Network wants to revolutionize e-commerce for farming supplies. It has hit headwinds from established manufacturers and retailers.,Wall Street Journal
1651,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,,Wall Street Journal
1652,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,,Wall Street Journal
1653,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,Farmers Business Network wants to revolutionize e-commerce for farming supplies. It has hit headwinds from established manufacturers and retailers.81,Wall Street Journal
1654,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,Farmers Business Network wants to revolutionize e-commerce for farming supplies. It has hit headwinds from established manufacturers and retailers.,Wall Street Journal
1655,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,,Wall Street Journal
1656,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,Farmers Business Network wants to revolutionize e-commerce for farming supplies. It has hit headwinds from established manufacturers and retailers.,Wall Street Journal
1657,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,Farmers Business Network wants to revolutionize e-commerce for farming supplies. It has hit headwinds from established manufacturers and retailers.,Wall Street Journal
1658,2020-08-30 11:24:00-07:00,Amazon-Like Marketplace for Farmers Faces Hard Row,Farmers Business Network wants to revolutionize e-commerce for farming supplies. It has hit headwinds from established manufacturers and retailers.,Wall Street Journal
1659,2020-08-28 17:22:54-07:00,"Brazil, reversing course, says will keep fighting Amazon deforestation","In a dramatic u-turn, Brazil's Environment Ministry said on Friday it would continue to fight deforestation, reversing its position after saying hours earlier that it could not afford to continue enforcement efforts in the Amazon.",Reuters
1660,2020-08-28 14:56:37-07:00,Brazil's environment ministry to stop fighting deforestation in the Amazon,"All operations to combat illegal logging in the Amazon will be halted on Monday due to insufficient funds, Brazil's Environment Ministry said on Friday.",Reuters
1661,2020-08-28 14:02:50-07:00,Brazil environment ministry to stop fighting deforestation in the Amazon,"All operations to combat illegal logging in the Amazon will be halted starting on Monday due to insufficient funds, Brazil's Environment Ministry said in a statement on Friday.",Reuters
1662,2020-08-28 06:00:00-07:00,"Hachi Infinite M1, the First-Ever AI-Powered Interactive Touchscreen Projector, Launches on Amazon","Hachi, the creators of cutting-edge robotics solutions that enable consumers to build AI-enhanced smart living ecosystems, has announced the official ...",PR Newswire
1663,2020-08-28 05:44:56-07:00,"Amazon orders 1,800 electric vans from Mercedes for deliveries","Amazon said the order consisted of 1,200 of Mercedes' larger eSprinter models and 600 of its midsized eVito vans.",CNBC
1664,2020-08-28 05:24:00-07:00,Medigus buys two online retailers to enter Amazon Marketplace,"Medigus (NASDAQ:MDGS) soars ~20.4% in premarket after the company signs a non-binding letter of intent to acquire a controlling interest in Smart Repair Pro and Purex, two data-driven e-commerce companies, operating on the Amazon Marketplace, and marking its entry into the e-commerce business.According to the LOI, Medigus will hold 50.01% in each of the companies, and nvest $1.25M and shall issue $500k of restricted ADSs of Medigus.Additionally, the target companies’ current shareholders may receive additional milestone allotments of up to $750k in restricted ADSs subject to the companies’ achievement of certain milestones throughout 2021.Both the companies’ revenues target for 2020 is estimated at ~$3M with net profit of ~35%.",Seeking Alpha
1665,2020-08-28 05:06:19-07:00,Special Report: One Brazilian farmer tried – and failed – to ranch more responsibly in the Amazon,Mauro Lucio Costa wanted to do the right thing for the world's largest rainforest.,Reuters
1666,2020-08-28 05:04:00-07:00,Openfit Collaborates with Amazon Halo to Create a Series of Fitness-Focused Labs,"SANTA MONICA, Calif.--(BUSINESS WIRE)--Openfit, the all-in-one digital platform for fitness, nutrition and wellness, has teamed up with Amazon Halo, a new health and wellness membership that helps subscribers understand the connection between what they do and how they feel. As part of the collaboration, Openfit has created a series of fitness-focused Labs – simple trackable experiments that can help create healthier habits by converting members’ tracked data into actions that lead to measurable impact on their health and wellness.",BusinessWire
1667,2020-08-28 04:15:57-07:00,Medigus to Enter Online Brands Marketing on Amazon Marketplace,"Medigus Signs a non-binding letter of intent to acquire a controlling interest of two companies which operate as sellers of three brands on Amazon Marketplace OMER, Israel, Aug. 28, 2020 ...",GlobeNewswire
1668,2020-08-28 01:50:00-07:00,"Global eCommerce Market (2020 to 2026) - Featuring Rakuten, Amazon & Alibaba Among Others - ResearchAndMarkets.com","DUBLIN--(BUSINESS WIRE)--The ""Global eCommerce Market by (B2B, B2C), by Product (Fashion, Electronics, Toys, Hobby & DIY, Furniture & Appliances, Food & Personal Care), Users, Countries, Companies Analysis, Forecast"" report has been added to ResearchAndMarkets.com's offering.",BusinessWire
1669,2020-08-28 01:11:00-07:00,"Amazon orders 1,800 Mercedes electric vans for European deliveries","Amazon (NASDAQ:AMZN) is buying 1,800 electric delivery vans from Mercedes-Benz (OTCPK:DDAIF), marking the biggest ever such order for the German automaker.In turn, Mercedes said it would also join a climate initiative established by Amazon founder Jeff Bezos, committing itself to go completely carbon neutral by 2039.""We need continued innovation and partnership from auto manufacturers like Mercedes-Benz to decarbonize the transportation sector and tackle the climate crisis,"" Bezos said in a statement.While the e-van order with Mercedes is Amazon's largest in Europe, it is dwarfed by a contract it signed last year with U.S. startup Rivian to deliver 100K electric delivery vans by 2030.Mercedes rivals are also developing electric vans. Ford is planning an all-electric version of its Transit van in North America in 2022, while General Motors aims to start production of an electric van in late 2021.",Seeking Alpha
1670,2020-08-28 00:00:00-07:00,"Amazon orders 1,800 Mercedes-Benz electric vans for European deliveries","Amazon.com Inc said on Friday it had ordered 1,800 electric vans from Mercedes-Benz for its European delivery fleet, as part of the online retailer's plans to run a carbon neutral business by 2040.",Reuters
1671,2020-08-27 21:00:00-07:00,Fitness Trackers Penetrating Healthcare: Amazon Ups the Game,"Amazon (AMZN) unveils Amazon Halo, which is likely to aggravate competition in the fitness tracker market for players like Apple, Google and Garmin among others.",Zacks Equity Research
1672,2020-08-27 16:04:17-07:00,Iconic Portland bookstore Powell's says it won't sell directly on Amazon anymore: 'We must take a stand',"Selling through the Amazon marketplace was ""hard to give up, sort of like smoking,"" said Powell's CEO Emily Powell. But when Amazon prioritized essential supplies over books in the early days of the coronavirus pandemic, that sealed the deal.",CNBC
1673,2020-08-27 14:55:00-07:00,"Amazon Takes On Apple, Fitbit And Garmin With New Halo Fitness Band","Amazon.com, Inc. (NASDAQ: AMZN) announced this week the Amazon Halo, a wearable fitness and health device. The screenless device is a low-cost entry in the crowded smartwatch and tracker field. What Investors Should Know: The launch of the Halo puts Amazon in competition with other wearable...",Benzinga
1674,2020-08-27 10:52:14-07:00,"Brazil's VP Mourão plays down Amazon fires, says EU farmers holding up Mercosur deal","Brazil's Vice President Hamilton Mourão played down the fires raging in the dry season in the Amazon on Thursday, saying it was ""surreal"" how they are being seen abroad as if the whole rainforest was on fire.",Reuters
1675,2020-08-27 09:28:00-07:00,"How Amazon, Target, and Walmart Will Keep on Winning","Credit Suisse looked at Amazon.com, Target, and Walmart and found even more distinct advantages beyond their size.",Barrons
1676,2020-08-27 08:54:00-07:00,Amazon Rolls Out a Wellness Tracker That It Says Can Also Sense Moods,,Wall Street Journal
1677,2020-08-27 08:54:00-07:00,Amazon Rolls Out a Wellness Tracker That It Says Can Also Sense Moods,"Amazon.com unveiled Amazon Halo, a health and wellness tracker that the company said also tracks its users’ emotions, in its latest foray into wearable products.",Wall Street Journal
1678,2020-08-27 08:54:00-07:00,Amazon Rolls Out a Wellness Tracker That It Says Can Also Sense Moods,,Wall Street Journal
1679,2020-08-27 08:54:00-07:00,Amazon Rolls Out a Wellness Tracker That It Says Can Also Sense Moods,"Amazon.com unveiled Amazon Halo, a health and wellness tracker that the company said also tracks its users’ emotions, in its latest foray into wearable products.",Wall Street Journal
1680,2020-08-27 08:54:00-07:00,Amazon Rolls Out a Wellness Tracker That It Says Can Also Sense Moods,"Amazon.com unveiled Amazon Halo, a health and wellness tracker that the company said also tracks its users’ emotions, in its latest foray into wearable products.",Wall Street Journal
1681,2020-08-27 08:54:00-07:00,Amazon Rolls Out a Wellness Tracker That It Says Can Also Sense Moods,,Wall Street Journal
1682,2020-08-27 08:54:00-07:00,Amazon Rolls Out a Wellness Tracker That It Says Can Also Sense Moods,"Amazon.com unveiled Amazon Halo, a health and wellness tracker that the company said also tracks its users’ emotions, in its latest foray into wearable products.",Wall Street Journal
1683,2020-08-27 08:54:00-07:00,Amazon Rolls Out a Wellness Tracker That It Says Can Also Sense Moods,,Wall Street Journal
1684,2020-08-27 07:26:37-07:00,"Amazon launches first fitness band in bid to take on Apple, Fitbit","Amazon.com Inc on Thursday launched its first fitness band and app, Halo, as the e-commerce giant looks to take on Apple, Fitbit and Samsung in an increasingly crowded fitness tracker market.",Reuters
1685,2020-08-27 07:07:00-07:00,Fitness Phenomenon P.volve Featured In Newly-Released Amazon Halo,"P.volve, the wellness brand that is redefining functional fitness, announced today its collaboration with Amazon to create content that will be...",PR Newswire
1686,2020-08-27 07:00:55.625000-07:00,"Amazon Jumps Into Wellness Tracking, Challenges Apple and Fitbit","Amazon.com Inc. introduced a wearable fitness gadget called Halo, entering the market for health monitoring devices dominated by Apple Inc. and Fitbit Inc.",Bloomberg
1687,2020-08-27 07:00:43-07:00,Cerner Teams With Amazon to Help Consumers Improve Their Health and Wellness,"Integration Empowers Consumers to Measure and Share Important Data With Health Care Teams Sharp Healthcare First Health System to Implement Halo KANSAS CITY, Mo., Aug. 27, 2020 (GLOBE NEWSWIRE) --...",GlobeNewswire
1688,2020-08-27 07:00:00-07:00,Amazon and John Hancock Announce Strategic Collaboration Aimed at Helping Customers Improve Their Health and Wellness,"John Hancock Integrates Amazon Halo to Empower Life Insurance Customers to Live Longer, Healthier Lives SEATTLE and BOSTON, Aug. 27, 2020...",PR Newswire
1689,2020-08-27 07:00:00-07:00,"WW Collaborates with Amazon For the Launch of Amazon Halo, Amazon's New Service Dedicated to Helping Customers Improve Their Personal Health and Wellness","WW International, Inc. (NASDAQ: WW), a global wellness company powered by the world's leading commercial weight management program, announced today...",PR Newswire
1690,2020-08-27 06:31:00-07:00,"Thinking about trading options or stock in Amazon, Moderna Inc, Facebook, Netflix, or Dell Technologies?","InvestorsObserver issues critical PriceWatch Alerts for AMZN, MRNA, FB, NFLX, and DELL. Click a link below then choose between in-depth options trade ...",PR Newswire
1691,2020-08-27 06:22:54-07:00,Google Is The Post-Lockdown Amazon,,Seeking Alpha Stock Ideas
1692,2020-08-27 06:22:47-07:00,"Amazon launches fitness band, app","Amazon.com Inc on Thursday launched a fitness band and app, ""Halo"", that will track user activity such as sleep and heart rate.",Reuters
1693,2020-08-27 06:22:47-07:00,"Amazon launches its first fitness band in bid to take on Fitbit, others","Amazon.com Inc on Thursday launched a fitness band and app, ""Halo"", as the e-commerce giant looks to take on Apple, Fitbit and Samsung in an increasingly crowded fitness tracker market.",Reuters
1694,2020-08-27 06:16:00-07:00,Amazon announces Halo fitness wearable; Fitbit shares dip,"Fitbit (NYSE:FIT) dips 1% pre-market after Amazon (NASDAQ:AMZN) announces a competing fitness wearable.Amazon's Halo Band includes an accelerometer, a temperature sensor, a heart rate monitor, two microphones, and an LED indicator light but notably lacks a screen.The wearable is backed with the Halo app, which tracks activity, sleep, body fat, and tone, which uses machine learning to ""analyze energy and positivity in a customers' voice.U.S. customers can request early access to Halo starting today. The Halo Band is available for a special price of $64.99, which includes six months of Halo membership.",Seeking Alpha
1695,2020-08-27 06:00:01-07:00,"Amazon unveils Halo to battle Apple Watch and Fitbit — tracks activity, body fat, emotions","Amazon will track everything from physical activity to sleep. It is also bringing some new features to the market, including technology to measure users' body fat percentages and emotional states.",CNBC
1696,2020-08-27 06:00:00-07:00,Introducing Amazon Halo and Amazon Halo Band—A New Service that Helps Customers Improve Their Health and Wellness,"SEATTLE--(BUSINESS WIRE)--Amazon (NASDAQ: AMZN) today introduced Amazon Halo, a new service dedicated to helping customers improve their individual health and wellness. Amazon Halo combines a suite of AI-powered health features that provide actionable insights into overall wellness via the new Amazon Halo app with the Amazon Halo Band, which uses multiple advanced sensors to provide the highly accurate information necessary to power Halo insights. Customers in the U.S. can request early access to Amazon Halo starting today, with the Amazon Halo Band and 6 months of Halo membership available for a special price of $64.99. Learn more at www.amazon.com/haloband.",BusinessWire
1697,2020-08-27 05:42:00-07:00,"Amazon PPC Tools, Training & Software Company Offers Course on Advertising Strategies for Sponsored Products","Sponsored Profit, an Amazon PPC strategy company, provides Amazon FBA sellers with everything needed to manage Sponsored Products campaigns quickly,...",PR Newswire
1698,2020-08-27 01:52:00-07:00,"Amazon Launches New Line Of High-Tech Grocery Stores, Starting With Los Angeles","Amazon.com, Inc (NASDAQ: AMZN) announced Thursday it is launching a new grocery store chain, in addition to the Whole Foods stores it already operates. What Happened: Located in the Woodland Hills neighborhood of Los Angeles, the first Amazon Fresh grocery store will begin operating this...",Benzinga
1699,2020-08-27 01:36:00-07:00,Amazon expands beyond Whole Foods with first Fresh store,"Amazon (NASDAQ:AMZN) is opening the first location of its new chain of Fresh grocery stores in Woodland Hills, California, moving further into the grocery sector to challenge Walmart (NYSE:WMT), Kroger (NYSE:KR) and Albertsons (NYSE:ACI).The 35,000-square-foot store will debut the Dash Cart, a smart grocery cart that tracks shoppers' items and allows them to skip the checkout line, and feature Echo Show devices to ask Alexa where certain items are located.There will also be a service counter for people to pick up orders from Amazon.com, and they can also complete returns there without having to package their items in boxes.New revenue streams and customer loyalty have boosted Amazon's share price and the wealth of its founder Jeff Bezos. In fact, the Amazon CEO saw his net worth soar above $202B on Wednesday, according to the Bloomberg Billionaires Index, making him the first person to cross the $200B threshold.",Seeking Alpha
1700,2020-08-27 00:01:01-07:00,Amazon expands grocery business beyond Whole Foods with first Fresh store in Los Angeles,"The 35,000-square-foot store, which is roughly the size of a Whole Foods, will be stocked with supermarket staples like Nabisco cookies, Coca-Cola drinks and Kellogg's cereal, as well as products from Whole Foods' cheaper private-label brand, 365.",CNBC
1701,2020-08-26 18:12:25-07:00,Shopify COO says Amazon-backed California regulation would make it 'more difficult' for entrepreneurs,"""We unequivocally believe that for the future of commerce to survive and thrive it has to be in the hands of the many, not the few,"" Shopify COO Harley Finkelstein said.",CNBC
1702,2020-08-26 16:30:00-07:00,RPT-UPDATE 1-Amazon faces new antitrust challenge from Indian online sellers -legal documents,"A group of more than 2,000 online sellers has filed an antitrust case against Amazon in India, alleging the U.S. company favours some retailers whose online discounts drive independent vendors out of business, a legal filing seen by Reuters showed.",Reuters
1703,2020-08-26 16:23:00-07:00,Jeff Bezos Is The First Person Worth $200B Thanks To Amazon Stock's Run,"The world’s richest man became even richer on Wednesday and set a new record thanks to the continued success of Amazon.com, Inc. (NASDAQ: AMZN) stock. What Happened: Forbes reports that Amazon founder and CEO Jeff Bezos is now worth about $204.68 billion, gaining $4.9 billion...",Benzinga
1704,2020-08-26 14:59:53-07:00,4 Form - Statement of changes in beneficial ownership of securities - AMAZON COM INC (0001018724) (Issuer),Statement of changes in beneficial ownership of securities,SEC
1705,2020-08-26 14:16:15-07:00,4 Form - Statement of changes in beneficial ownership of securities - AMAZON COM INC (0001018724) (Issuer),Statement of changes in beneficial ownership of securities,SEC
1706,2020-08-26 10:53:00-07:00,Amazon prepping luxury platform launch - WWD,"WWD sources say Amazon (AMZN +2.6%) is moving forward with plans for a luxury platform, and the first international brands starting to launch in September.Rumors have longed swirled that Amazon had luxury ambitions, hampered by the number of counterfeits on its e-commerce platform.Earlier this year, Amazon the Counterfeit Crimes Unit, which included a global team of former federal prosecutors, experienced investigators, and data analysts.Amazon also joined Valentino in a lawsuit against a counterfeiter who had been banned from selling on the site.",Seeking Alpha
1707,2020-08-26 09:51:00-07:00,"Saudi Arabia e-Commerce Eyewear Market Insights 2020-2025 - Strategies and Market Positioning of Key Players Al Barakat Group, Amazon, Eyewa, Emaar Malls, Awok, Jolly Information Technology and Noon - ResearchAndMarkets.com","DUBLIN--(BUSINESS WIRE)--The ""Saudi Arabia E-Commerce Eyewear Market - Growth, Trends, and Forecast (2020-2025)"" report has been added to ResearchAndMarkets.com's offering.",BusinessWire
1708,2020-08-26 08:12:00-07:00,RB Launches Botanical Origin Laundry Products Exclusively On Amazon,"RB announces the launch of Botanical Origin, a plant-based cleaning brand with products that are effective and affordable. The brand will be...",PR Newswire
1709,2020-08-26 07:44:01-07:00,Amazon faces new antitrust challenge from Indian online sellers -legal documents,"A group of more than 2,000 online sellers has filed an antitrust case against Amazon in India, alleging the U.S. company favours some retailers whose online discounts drive independent vendors out of business, a legal filing seen by Reuters showed.",Reuters
1710,2020-08-26 07:39:00-07:00,"Amazon India faces antitrust suit, opens company's largest office","Reuters reports that more than 2,000 online sellers in India have filed an antitrust suit accusing Amazon (AMZN +0.3%) India's wholesale unit of selling bulk products at a loss to top sellers, who can then list the product with a steep discount.Amazon has committed $6.5B in investments for India but has run into regulatory hurdles, including an antitrust watchdog investigation into potential violations.In happier Amazon in India news, the company is opening its largest office in the world (1.8M square feet) in Hyderabad.Previously: Amazon roundup: Indian pharmacy launch, AWS offers quantum simulations (Aug. 13 2020)",Seeking Alpha
1711,2020-08-26 05:43:00-07:00,Optimega's Drinkable Omega-3 Prenatal Supplements Available Through Amazon,"Selling via online channels has become a necessity in the modern retail world. With more customers buying from home, e-commerce sales have been on...",PR Newswire
1712,2020-08-26 05:00:00-07:00,Informatica Selects StackRox to Secure Containers and Kubernetes on Amazon EKS,"StackRox, the leader in container and Kubernetes security, announced today that Informatica, a leading cloud enterprise data management company, has...",PR Newswire
1713,2020-08-26 04:24:00-07:00,"Rosenbaum Famularo, P.C. Wins Arbitration for Amazon Seller Against the E-Commerce Giant, Amazon","Rosenbaum Famularo, P.C. announced today it has won a major victory against Amazon on behalf of its client, Foto Electric Supply Company (FESCO). The ...",PR Newswire
1714,2020-08-26 03:36:16-07:00,"Exclusive: Amazon faces new antitrust challenge from Indian online sellers, legal documents show","A group of more than 2,000 online sellers has filed an antitrust case against Amazon in India, alleging the U.S. company favours some retailers whose online discounts drive independent vendors out of business, a legal filing seen by Reuters showed.",Reuters
1715,2020-08-26 03:29:37-07:00,EXCLUSIVE-Amazon faces new antitrust challenge from Indian online sellers -legal documents,"A group of more than 2,000 online sellers has filed an antitrust case against Amazon in India, alleging the U.S. company favours some retailers whose online discounts drive independent vendors out of business, a legal filing seen by Reuters showed.",Reuters
1716,2020-08-26 02:45:01.477000-07:00,"Tata Plots Ambitious E-Commerce Push to Take On Amazon, Reliance","India’s Tata Group, the sprawling $111 billion jewelry-to-salt empire, is getting a huge digital makeover.",Bloomberg
1717,2020-08-25 16:39:53-07:00,Etsy CEO says Amazon is trying to 'wipe out its competitors' by backing California consumer protection bill,"Last week, Amazon voiced conditional support for a new California consumer protection bill.",CNBC
1718,2020-08-25 15:09:07-07:00,Amazon Global Military Collaborates with the City University of Seattle and National University System to Support Upskilling of Workforce,"Seattle, WA, Aug. 25, 2020 (GLOBE NEWSWIRE) -- City University of Seattle (CityU) is expanding its collaborations with Amazon Global Military Affairs to offer a multi-certificates program in...",GlobeNewswire
1719,2020-08-25 09:01:00-07:00,Fiddler Secures Strategic Investment from Amazon Alexa Fund to Accelerate AI Explainability,Fiddler today announced a strategic investment by the Amazon Alexa Fund to advance its explainable monitoring solution. Fiddler and the Alexa Fund...,PR Newswire
